WKT,fid,sone,lokalitet,struktur_id,struktur_navn,funksjonskode,byverdi,bruksverdi,areal_m2,ET_1 (600–1100 evt.),ET_2 (1100–1200 evt.),ET_3 (1200–1300 evt.),ET_4 (1300–1400 evt.),ET_5 (1400–1500 evt.),ET_6 (1500–1537 evt.),utgravningsfase,utgravningsfase_fra (evt.),utgravningsfase_til (evt.),C14_samlet,C14_labid_1,C14_labid_2,C14_labid_3,C14_labid_4,utgravd_år,utgravd_av,utgravd_areal_m2,tbg_kode,niku_prosjektnummer,c_nr,kilde
"MULTIPOLYGON (((580111.285814188 6570691.75092942,580111.14116646 6570691.43752602,580111.026653675 6570691.30493227,580110.948302823 6570691.20247347,580110.863924982 6570691.15425756,580110.719277254 6570690.96742091,580110.628872425 6570690.90112404,580110.140686344 6570690.34061409,580109.833309923 6570690.06337261,580109.706743162 6570689.95488682,580109.568122422 6570689.72586125,580109.483744582 6570689.67161835,580109.399366742 6570689.5932675,580109.3149889 6570689.42451182,580109.296907934 6570689.34616097,580109.22458407 6570689.37629591,580109.055828388 6570689.02070358,580108.844883786 6570688.71935414,580108.591750262 6570688.44211267,580108.362724692 6570688.1588442,580108.266292875 6570688.05638539,580108.266292876 6570688.15884419,580108.350670716 6570688.29746494,580108.489291455 6570688.43005869,580108.573669296 6570688.61086835,580108.68818208 6570688.73140812,580108.838856797 6570688.88810983,580108.929261626 6570689.0568655,580109.037747422 6570689.21959419,580109.158287195 6570689.44259278,580109.369231798 6570689.65353739,580109.471690604 6570689.79818511,580109.562095434 6570689.94283284,580109.797147991 6570690.20199335,580110.044254526 6570690.36472205,580110.098497425 6570690.41293794,580110.170821288 6570690.53950472,580110.285334072 6570690.64196352,580110.333549981 6570690.72634136,580110.405873845 6570690.79866523,580110.466143731 6570690.82880016,580110.538467596 6570690.98550187,580110.652980379 6570691.06385272,580110.749412197 6570691.12412262,580110.833790039 6570691.28082432,580110.91214089 6570691.36520216,580110.996518732 6570691.44355301,580111.062815607 6570691.58217375,580111.18938237 6570691.70271353,580111.285814188 6570691.75092942)),((580111.225544301 6570691.80667908,580110.87597896 6570691.64395038,580110.779547141 6570691.36670891,580110.713250266 6570691.17987226,580110.610791459 6570691.06535948,580110.52038663 6570691.01714357,580110.460116742 6570690.98700862,580110.375738902 6570690.85441486,580110.267253107 6570690.70976713,580110.146713332 6570690.64347027,580110.056308503 6570690.57717339,580109.851390889 6570690.35417481,580109.760986061 6570690.27582395,580109.688662196 6570690.13720322,580109.568122423 6570690.04679839,580109.483744581 6570689.93228561,580109.387312763 6570689.84790777,580109.296907935 6570689.76955692,580109.212530093 6570689.6188822,580109.140206229 6570689.51039639,580109.061855376 6570689.41999157,580109.031720433 6570689.2994518,580109.013639467 6570689.21507396,580108.796667877 6570688.93632573,580108.627912195 6570688.71935414,580108.579696285 6570688.67716523,580108.525453387 6570688.55059846,580108.453129524 6570688.43005868,580108.368751682 6570688.33362687,580108.236157932 6570688.27335699,580108.163834068 6570688.11665528,580108.103564183 6570688.05035841,580108.031240318 6570687.97803454,580107.952889466 6570687.79119788,580107.820295715 6570687.86352176,580107.9348085 6570687.97200755,580108.013159352 6570688.14076323,580108.175888045 6570688.3215729,580108.260265886 6570688.39389676,580108.435048557 6570688.62894931,580108.549561342 6570688.73743511,580108.676128104 6570688.93029875,580108.748451967 6570689.0086496,580108.838856797 6570689.10508142,580108.862964751 6570689.17740528,580108.91118066 6570689.2195942,580108.959396571 6570689.24972914,580108.959396569 6570689.45464676,580109.049801399 6570689.58121352,580109.176368161 6570689.77407716,580109.363204809 6570689.95488682,580109.459636627 6570690.02118369,580109.519906514 6570690.0693996,580109.568122423 6570690.18391239,580109.67058123 6570690.2803442,580109.742905093 6570690.31650614,580109.821255946 6570690.40691096,580109.911660776 6570690.49128881,580109.983984639 6570690.58772063,580110.050281515 6570690.71428739,580110.140686344 6570690.91317801,580110.38176589 6570691.01563682,580110.448062765 6570691.14220357,580110.652980379 6570691.28082432,580110.761466175 6570691.65449762,580110.984464755 6570691.80065209,580111.177328392 6570691.86694897,580111.225544301 6570691.80667908)),((580110.902087952 6570692.0486293,580110.67730749 6570691.8936083,580110.437024929 6570691.69208098,580110.421522827 6570691.60681944,580110.483531231 6570691.50605578,580110.452527029 6570691.45954948,580110.344012324 6570691.49055368,580109.948708753 6570691.18051167,580109.793687745 6570690.98673541,580109.568907284 6570690.77745704,580109.460392578 6570690.63793814,580109.367379974 6570690.56042763,580109.258865267 6570690.40540663,580109.080591109 6570690.20387932,580108.979827454 6570690.10311566,580108.824806446 6570689.80857575,580108.662034387 6570689.66905684,580108.545768632 6570689.52953793,580108.414000775 6570689.35126377,580108.297735019 6570689.27375327,580108.096207709 6570689.05672386,580107.809418844 6570688.73117974,580107.73190834 6570688.77768605,580107.925684601 6570689.07222595,580108.088456657 6570689.24274907,580108.212473465 6570689.31250852,580108.274481868 6570689.45977848,580108.406249724 6570689.61479949,580108.600025984 6570689.8008247,580108.755046992 6570689.96359676,580108.755046991 6570690.04885831,580108.88681485 6570690.13411986,580108.979827455 6570690.25038561,580109.049586907 6570690.35890033,580109.142599512 6570690.45191292,580109.158101613 6570690.56042764,580109.27436737 6570690.69219548,580109.406135225 6570690.7852081,580109.483645729 6570690.90147385,580109.793687746 6570691.21926691,580109.948708753 6570691.32003058,580110.049472408 6570691.45954948,580110.150236064 6570691.54481104,580110.181240265 6570691.63782364,580110.359514424 6570691.76184044,580110.460278079 6570691.8315999,580110.607548037 6570691.99437195,580110.723813793 6570692.10288667,580110.770320095 6570692.18039717,580110.902087952 6570692.0486293)),((580107.410239749 6570688.17116635,580107.511003404 6570688.07815375,580107.472248152 6570688.00839429,580107.355982396 6570687.91538169,580107.177708237 6570687.77586277,580106.883168322 6570687.61309072,580106.751400465 6570687.42706551,580106.65063681 6570687.31855081,580106.604130507 6570687.17128085,580106.518868953 6570687.0705172,580106.394852147 6570686.94650038,580106.379350046 6570686.80698148,580106.332843743 6570686.67521363,580106.139067483 6570686.50469052,580106.193324836 6570686.75272413,580106.26308429 6570686.92324724,580106.309590592 6570687.00850879,580106.371598996 6570687.07826825,580106.433607399 6570687.2100361,580106.518868953 6570687.35730606,580106.65063681 6570687.53558022,580106.650636809 6570687.60533967,580106.673889961 6570687.65184597,580106.720396262 6570687.65184598,580106.805657818 6570687.71385438,580106.999434078 6570687.83787118,580107.022687229 6570687.88437749,580107.04594038 6570687.93863484,580107.084695632 6570687.94638588,580107.100197732 6570688.00839429,580107.162206136 6570688.07815375,580107.200961388 6570688.03939849,580107.224214539 6570688.00064324,580107.270720841 6570688.0549006,580107.410239749 6570688.17116635)))",618,NV,Nedre Langgate K31–33,"12",,36,Sivile konstruksjoner,Vannhåndtering,1.98,0,0,1,1,1,0,Yngre,1275,1425,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580109.74619646 6570693.14766659,580112.30940966 6570690.88932897,580110.186572297 6570688.43903264,580109.260653873 6570689.28590926,580107.837901171 6570687.75023967,580107.60077572 6570687.93090669,580104.557665777 6570684.94425518,580103.417205277 6570683.79250299,580102.073494394 6570685.56529803,580104.410873831 6570687.02192579,580104.873833044 6570687.47359331,580104.783499538 6570687.92526083,580105.585209394 6570688.19626136,580106.911982746 6570689.83920197,580107.386233647 6570690.09891079,580108.537985833 6570691.43133,580109.74619646 6570693.14766659)))",619,NV,Nedre Langgate K31–33,"93",,14,Transport,Passasje,25.04,0,1,1,0,0,0,Eldre,1175,1275,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580109.761269385 6570693.15365701,580112.30940966 6570690.88932897,580110.186572297 6570688.43903264,580109.260653873 6570689.28590926,580107.837901171 6570687.75023967,580107.60077572 6570687.93090669,580104.557665777 6570684.94425518,580103.417284164 6570683.78342896,580102.073494394 6570685.56529803,580104.410873831 6570687.02192579,580104.873833044 6570687.47359331,580104.783499538 6570687.92526083,580105.585209394 6570688.19626136,580106.911982746 6570689.83920197,580107.386233647 6570690.09891079,580109.761269385 6570693.15365701)))",620,NV,Nedre Langgate K31–33,"10",,14,Transport,Passasje,25.24,0,0,1,1,1,0,Yngre,1275,1425,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580109.74619646 6570693.14766659,580112.30940966 6570690.88932897,580110.186572297 6570688.43903264,580109.260653873 6570689.28590926,580107.837901171 6570687.75023967,580107.60077572 6570687.93090669,580103.417284164 6570683.78342896,580102.073494394 6570685.56529803,580104.410873831 6570687.02192579,580104.873833044 6570687.47359331,580104.783499538 6570687.92526083,580105.585209394 6570688.19626136,580107.386233647 6570690.09891079,580109.74619646 6570693.14766659)))",621,NV,Nedre Langgate K31–33,"7",,14,Transport,Passasje,25.08,0,0,1,1,1,0,Yngre,1275,1425,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580111.558231668 6570691.55684065,580111.957101783 6570691.20239674,580109.858498283 6570688.54988602,580109.328072493 6570688.95976049,580111.558231668 6570691.55684065)))",622,NV,Nedre Langgate K31–33,"4",,36,Sivile konstruksjoner,Vannhåndtering,2.05,0,0,1,1,1,0,Yngre,1275,1425,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580111.126621192 6570691.94037829,580112.30940966 6570690.88932897,580110.186572297 6570688.43903264,580109.25272792 6570689.00647412,580108.816019406 6570689.13975609,580108.629472563 6570689.32425556,580108.779306311 6570689.63502256,580110.991733103 6570692.06024252,580111.126621192 6570691.94037829)),((580107.52901581 6570689.65186762,580107.688954809 6570689.53085558,580107.971678127 6570688.91536596,580108.260265886 6570688.39389676,580108.425674726 6570688.14451746,580108.013832787 6570687.61375616,580107.60077572 6570687.93090669,580105.704761749 6570686.05121466,580104.247220369 6570687.42887074,580104.395074862 6570687.55187535,580104.494533099 6570687.5639416,580104.692449736 6570687.45533032,580104.787943325 6570687.38979847,580104.978229138 6570687.34558847,580105.100826896 6570687.48064448,580105.283594228 6570687.70656521,580105.410704355 6570687.86368745,580106.266582289 6570688.43884032,580106.700246896 6570688.99711034,580107.007659807 6570689.42460769,580107.143486184 6570689.4872277,580107.395761427 6570689.53688284,580107.52901581 6570689.65186762)))",623,NV,Nedre Langgate K31–33,"6",,14,Transport,Passasje,11.97,0,0,1,1,1,0,Yngre,1275,1425,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580059.191273297 6570680.28398509,580058.778537435 6570679.90662659,580058.849292154 6570679.63540017,580058.566273279 6570679.29341902,580056.184197739 6570681.16841908,580056.089858114 6570681.35709833,580055.700707159 6570681.72266437,580055.37051847 6570682.07643797,580056.11344302 6570682.91370215,580056.714858131 6570682.45379647,580057.351650602 6570681.78162663,580057.776178916 6570681.26275871,580058.20070723 6570680.95615491,580059.191273297 6570680.28398509)))",624,NV,Nedre Langgate Kp3–K31,"9",,15,Transport,Brygge,4.75,0,0,1,1,0,0,Eldre (nedre)/3–4,1275,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580054.777358077 6570682.8942446,580053.217216525 6570684.50700998,580053.217216525 6570684.50700998,580053.873466542 6570685.49757604,580055.223112808 6570684.12316563,580055.445990171 6570683.7114616,580054.777358077 6570682.8942446)))",625,NV,Nedre Langgate Kp3–K31,"2",,15,Transport,Brygge,2.67,0,0,1,1,0,0,Yngre + Eldre (nedre) + Eldre (øvre)/1–4,1275,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580059.891308351 6570680.04074893,580060.288631481 6570679.76192569,580060.546542987 6570679.46916128,580059.703102656 6570678.64663269,580059.654308587 6570678.73027967,580059.549749868 6570678.82786781,580059.361544175 6570678.94636769,580059.089691506 6570679.07880873,580059.891308351 6570680.04074893)))",626,NV,Nedre Langgate Kp3–K31,"7",,14,Transport,Passasje,0.97,0,0,0,1,0,0,Eldre (øvre)/2,1300,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580059.891308351 6570680.04074893,580059.089691506 6570679.07880873,580058.897575657 6570679.20164381,580058.77601535 6570679.30883791,580058.687204075 6570679.43954374,580058.6087214 6570679.48310243,580058.392633382 6570679.6085729,580059.187279643 6570680.44504266,580059.737955561 6570680.14530766,580059.891308351 6570680.04074893)))",627,NV,Nedre Langgate Kp3–K31,"8",,14,Transport,Passasje,1,0,0,1,1,0,0,Eldre (øvre)/2–3,1275,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580060.546542987 6570679.46916128,580060.67898403 6570679.37854373,580060.825366237 6570679.4203672,580061.449982393 6570679.04918376,580060.87167066 6570678.48792497,580060.491458108 6570678.04995862,580060.318196692 6570678.11252525,580060.034240483 6570678.30985074,580059.745471456 6570678.56011724,580059.703102656 6570678.64663269,580060.546542987 6570679.46916128)))",628,NV,Nedre Langgate Kp3–K31,"14",,14,Transport,Passasje,1.29,0,0,0,1,0,0,Eldre (øvre)/3,1300,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580053.217216525 6570684.50700998,580053.319789627 6570684.6618373,580054.0690567 6570683.89813511,580053.94677779 6570683.75284049,580053.217216525 6570684.50700998)))",629,NV,Nedre Langgate Kp3–K31,"12",,31,Sivile konstruksjoner,Bygning,0.2,0,0,0,1,0,0,Yngre/1,1350,,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580056.468661048 6570682.47105764,580057.684319639 6570681.3399666,580056.912640707 6570680.51543295,580056.690650877 6570680.61057145,580056.384093493 6570680.87484505,580056.22552933 6570681.08626394,580056.045823277 6570681.39282131,580055.739265894 6570681.68880776,580056.468661048 6570682.47105764)))",630,NV,Nedre Langgate Kp3–K31,"1",,35,Sivile konstruksjoner,Brønn,1.92,0,0,1,1,1,0,Yngre + Eldre (nedre) + Eldre (øvre)/1–4,1275,,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580058.307376461 6570681.0846886,580058.667000752 6570680.91304974,580057.747506827 6570679.94042949,580057.57178132 6570680.11206836,580058.307376461 6570681.0846886)))",631,NV,Nedre Langgate Kp3–K31,"4",,14,Transport,Passasje,0.4,0,0,0,1,0,0,Yngre/1,1350,,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580057.57178132 6570680.11206836,580057.079677603 6570680.46356116,580057.776178916 6570681.26275871,580057.851098539 6570681.36840929,580058.120972249 6570681.14760352,580058.307376461 6570681.0846886,580057.57178132 6570680.11206836)))",632,NV,Nedre Langgate Kp3–K31,"4",,31,Sivile konstruksjoner,Bygning,0.67,0,0,0,1,0,0,Yngre/1,1350,,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580059.587299763 6570680.40061271,580059.751190413 6570680.10175329,580060.001846703 6570679.83181575,580059.15347157 6570678.88221404,580059.220955955 6570678.78580777,580059.158291883 6570678.63155775,580058.705182437 6570679.20517502,580059.587299763 6570680.40061271)))",633,NV,Nedre Langgate Kp3–K31,"3",,14,Transport,Passasje,0.9,0,0,0,1,0,0,Yngre/1,1350,,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580059.158291883 6570678.63155775,580059.220955955 6570678.78580777,580059.15347157 6570678.88221404,580059.872557729 6570679.5090708,580060.260994592 6570679.17491745,580060.054870148 6570678.85329216,580059.997026389 6570678.74724525,580060.23322174 6570678.60263586,580059.955105674 6570678.28230534,580059.486073184 6570678.4339249,580059.158291883 6570678.63155775)))",634,NV,Nedre Langgate Kp3–K31,"5",,14,Transport,Passasje,0.81,0,0,0,1,0,0,Yngre/1,1350,,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580061.21174533 6570679.03164375,580061.380456294 6570679.0171828,580061.587729763 6570678.96897966,580061.780542295 6570678.82919059,580061.795003232 6570678.64119837,580061.616651643 6570678.53515147,580061.144260945 6570678.31823738,580061.033393739 6570678.20737018,580060.720073377 6570678.00491702,580060.593037632 6570678.0461957,580060.536901474 6570678.32787801,580061.21174533 6570679.03164375)))",635,NV,Nedre Langgate Kp3–K31,"6",,31,Sivile konstruksjoner,Bygning,0.64,0,0,0,1,0,0,Yngre/1,1350,,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580060.109505269 6570679.45085846,580060.817565407 6570678.91620079,580060.99096789 6570678.88730038,580061.164370373 6570678.88730039,580061.424474097 6570678.85839998,580061.670127615 6570678.75724853,580061.742378649 6570678.65609707,580061.670127615 6570678.42489377,580061.308872442 6570678.17924024,580060.803115201 6570678.02028798,580060.441860029 6570677.94803693,580060.080604856 6570678.13588963,580059.907202373 6570678.33819253,580059.704899477 6570678.4971448,580059.415895338 6570678.59829625,580060.109505269 6570679.45085846)))",636,NV,Nedre Langgate Kp3–K31,"11",,15,Transport,Brygge,1.84,0,0,1,1,0,0,Eldre (nedre)/3–4,1275,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580060.109505269 6570679.45085846,580059.27407091 6570678.68221071,580058.834895345 6570679.13735631,580059.613433845 6570679.93585733,580060.109505269 6570679.45085846)))",637,NV,Nedre Langgate Kp3–K31,"10",,36,Sivile konstruksjoner,Vannhåndtering,0.75,0,0,1,1,0,0,Eldre (nedre) + Eldre (øvre)/3 + 4,1275,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580061.449982393 6570679.04918376,580061.606767663 6570678.98826079,580061.88129553 6570678.80524222,580061.899597388 6570678.69543107,580061.710574599 6570678.55432412,580061.524409303 6570678.45750692,580061.085164716 6570678.27448833,580060.929598924 6570678.12349801,580060.692051808 6570677.99807529,580060.491458108 6570678.04995862,580061.449982393 6570679.04918376)))",638,NV,Nedre Langgate Kp3–K31,"13",,31,Sivile konstruksjoner,Bygning,0.52,0,0,0,1,0,0,Eldre (øvre)/2,1300,1350,,,,,,"1976",Riksantikvaren,450,TL,,C34986,"Lindh, Jan. 1992. Arkeologi i Tønsberg: Søndre bydel.  Side 52."
"MULTIPOLYGON (((580379.581214345 6570538.27852628,580383.469806283 6570538.36989421,580385.553679979 6570539.14539508,580387.519821158 6570539.98250328,580388.553294302 6570540.77843721,580391.065854582 6570543.09981381,580392.269595402 6570544.49013046,580411.696775181 6570530.77704986,580380.624450575 6570491.96870297,580374.772802647 6570489.7026992,580364.933292758 6570487.5958206,580351.783726594 6570489.55514293,580318.999955898 6570517.03511424,580329.913503787 6570531.93220126,580340.25415359 6570544.02268289,580366.6696156 6570567.23623114,580371.409058686 6570562.61032988,580372.392343751 6570561.78982015,580370.82882707 6570560.16495124,580369.075628397 6570558.24293202,580368.300134611 6570556.64888566,580367.714741891 6570554.61289173,580367.39710897 6570552.37603387,580367.622240027 6570548.88609452,580367.931573572 6570547.14479577,580369.610838192 6570543.76328342,580371.264466296 6570541.75348416,580373.608718715 6570540.24760052,580374.406126473 6570539.76337015,580377.333355356 6570538.67021349,580379.581214345 6570538.27852628)))",639,SV,Olavsklosteret,12375-4,,42,Religiøse konstruksjoner,Kloster,3802.69,0,1,1,1,1,1,,1191,1536,,,,,,,Riksantikvaren,,,,,Askeladden
